"","cell1","cell2","cell3","cell4","cell5","cell6","cell7","cell8","cell9","cell10","cell11","cell12","cell13","cell14","cell15","cell16","cell17","cell18","cell19","cell20","cell21","cell22","cell23","cell24","cell25","cell26","cell27","cell28","cell29","cell30","cell31","cell32","cell33","cell34","cell35","cell36","cell37","cell38","cell39","cell40","cell41","cell42","cell43","cell44","cell45","cell46","cell47","cell48","cell49","cell50","cell51","cell52","cell53","cell54","cell55","cell56","cell57","cell58","cell59","cell60","cell61","cell62","cell63","cell64","cell65","cell66","cell67","cell68","cell69","cell70","cell71","cell72","cell73","cell74","cell75","cell76","cell77","cell78","cell79","cell80","cell81","cell82","cell83","cell84","cell85","cell86","cell87","cell88","cell89","cell90","cell91","cell92","cell93","cell94","cell95","cell96","cell97","cell98","cell99","cell100","cell101","cell102","cell103","cell104","cell105","cell106","cell107","cell108","cell109","cell110","cell111","cell112","cell113","cell114","cell115","cell116","cell117","cell118","cell119","cell120","cell121","cell122","cell123","cell124","cell125","cell126","cell127","cell128","cell129","cell130","cell131","cell132","cell133","cell134","cell135","cell136","cell137","cell138","cell139","cell140","cell141","cell142","cell143","cell144","cell145","cell146","cell147","cell148","cell149","cell150","cell151","cell152","cell153","cell154","cell155","cell156","cell157","cell158","cell159","cell160","cell161","cell162","cell163","cell164","cell165","cell166","cell167","cell168","cell169","cell170","cell171","cell172","cell173","cell174","cell175","cell176","cell177","cell178","cell179","cell180","cell181","cell182","cell183","cell184","cell185","cell186","cell187","cell188","cell189","cell190","cell191","cell192","cell193","cell194","cell195","cell196","cell197","cell198","cell199","cell200","cell201","cell202","cell203","cell204","cell205","cell206","cell207","cell208","cell209","cell210","cell211","cell212","cell213","cell214","cell215","cell216","cell217","cell218","cell219","cell220","cell221","cell222","cell223","cell224","cell225","cell226","cell227","cell228","cell229","cell230","cell231","cell232","cell233","cell234","cell235","cell236","cell237","cell238","cell239","cell240","cell241","cell242","cell243","cell244","cell245","cell246","cell247","cell248","cell249","cell250","cell251","cell252","cell253","cell254","cell255","cell256","cell257","cell258","cell259","cell260","cell261","cell262","cell263","cell264","cell265","cell266","cell267","cell268","cell269","cell270","cell271","cell272","cell273","cell274","cell275","cell276","cell277","cell278","cell279","cell280","cell281","cell282","cell283","cell284","cell285","cell286","cell287","cell288","cell289","cell290","cell291","cell292","cell293","cell294","cell295","cell296","cell297","cell298","cell299","cell300","cell301","cell302","cell303","cell304","cell305","cell306","cell307","cell308","cell309","cell310","cell311","cell312","cell313","cell314","cell315","cell316","cell317","cell318","cell319","cell320","cell321","cell322","cell323","cell324","cell325","cell326","cell327","cell328","cell329","cell330","cell331","cell332","cell333","cell334","cell335","cell336","cell337","cell338","cell339","cell340","cell341","cell342","cell343","cell344","cell345","cell346","cell347","cell348","cell349","cell350","cell351","cell352","cell353","cell354","cell355","cell356","cell357","cell358","cell359","cell360","cell361","cell362","cell363","cell364","cell365","cell366","cell367","cell368","cell369","cell370","cell371","cell372","cell373","cell374","cell375","cell376","cell377","cell378","cell379","cell380","cell381","cell382","cell383","cell384","cell385","cell386","cell387","cell388","cell389","cell390","cell391","cell392","cell393","cell394","cell395","cell396","cell397","cell398","cell399","cell400","cell401","cell402","cell403","cell404","cell405","cell406","cell407","cell408","cell409","cell410","cell411","cell412","cell413","cell414","cell415","cell416","cell417","cell418","cell419","cell420","cell421","cell422","cell423","cell424","cell425","cell426","cell427","cell428","cell429","cell430","cell431","cell432","cell433","cell434","cell435","cell436","cell437","cell438","cell439","cell440","cell441","cell442","cell443","cell444","cell445","cell446","cell447","cell448","cell449","cell450","cell451","cell452","cell453","cell454","cell455","cell456","cell457","cell458","cell459","cell460","cell461","cell462","cell463","cell464","cell465","cell466","cell467","cell468","cell469","cell470","cell471","cell472","cell473","cell474","cell475","cell476","cell477","cell478","cell479","cell480","cell481","cell482","cell483","cell484","cell485","cell486","cell487","cell488","cell489","cell490","cell491","cell492","cell493","cell494","cell495","cell496","cell497","cell498","cell499","cell500"
"E4_TF1",22,20,10,0,16,20,20,14,9,9,14,13,11,6,11,10,15,15,9,8,15,16,13,6,0,10,17,5,5,5,15,7,23,10,18,12,8,18,9,15,13,4,3,0,13,15,8,13,0,2,9,7,14,9,18,10,9,24,7,7,5,3,12,6,19,15,7,0,9,26,5,8,12,1,10,13,5,12,5,11,10,5,13,14,21,0,14,15,8,15,6,13,12,7,11,17,10,10,9,5,15,12,0,13,13,5,10,7,19,14,5,13,14,19,11,5,7,2,14,15,3,12,14,6,12,16,6,23,30,8,22,9,18,15,8,7,19,1,8,4,9,16,14,12,5,2,10,17,13,7,19,19,18,17,0,24,12,22,16,8,15,11,7,0,9,11,7,6,19,0,15,13,7,13,10,27,13,14,11,10,12,10,11,13,19,14,15,21,8,3,7,10,3,7,4,9,16,0,11,6,10,13,17,15,9,6,0,23,25,4,1,6,7,13,14,0,8,14,7,19,9,23,10,0,8,5,0,11,19,10,3,13,10,15,9,4,9,8,11,21,5,11,15,22,10,0,14,7,14,10,16,10,0,3,13,14,10,9,12,13,6,9,8,11,11,10,8,10,14,8,9,3,17,12,16,10,14,14,11,12,3,21,7,16,8,16,15,14,7,10,8,7,9,2,14,20,15,13,0,3,18,22,4,0,14,12,5,16,9,10,7,7,17,15,13,18,6,10,0,10,10,10,8,13,8,10,17,8,10,7,22,8,20,13,6,16,10,8,18,2,10,6,10,18,5,14,0,3,3,10,1,5,14,5,13,6,11,5,6,11,9,10,16,10,11,8,15,1,12,20,11,10,4,14,19,8,34,0,4,17,9,3,0,8,20,10,8,8,13,7,32,12,14,6,7,18,12,13,10,13,17,16,37,8,7,14,9,14,12,9,9,13,4,9,6,0,11,11,12,0,12,5,13,12,6,3,14,7,12,14,12,12,11,5,13,16,3,10,10,16,15,15,10,7,8,4,12,8,14,5,13,8,15,7,5,16,16,11,6,6,11,9,7,13,13,17,8,8,20,8,6,12,10,10,21,13,9,11,6,23,12,13,7,11,10,11,4,1,9,23,9,10,18,16,13,6,15,14,13,5
"E5_TF1",1,1,2,9,2,0,0,3,0,0,0,3,6,0,0,0,1,9,0,2,0,0,1,2,4,2,0,0,0,1,0,0,1,0,1,0,0,3,1,0,1,1,1,19,0,3,1,3,12,11,1,0,2,1,1,0,0,4,0,0,1,0,3,1,2,4,1,12,1,2,1,2,0,0,0,1,1,2,0,0,2,0,3,3,1,15,1,1,0,0,0,0,2,0,0,0,3,3,1,1,5,6,9,0,4,1,1,0,2,0,0,4,4,4,0,4,0,0,0,4,4,1,2,0,2,0,0,6,2,0,2,2,1,0,0,0,4,2,0,0,0,1,1,0,2,0,0,1,1,0,0,3,3,0,14,0,5,3,0,0,0,2,1,10,1,5,0,0,2,4,0,3,0,1,0,9,0,7,2,0,0,4,0,0,1,0,0,1,4,1,0,0,0,4,1,0,0,16,1,2,1,5,0,6,1,3,5,3,11,2,1,3,1,0,2,20,0,2,1,0,4,0,2,16,1,0,17,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,1,2,1,9,1,1,0,1,3,0,3,1,1,2,0,0,1,2,3,0,1,1,1,1,0,1,1,0,0,3,4,4,2,0,0,0,1,0,5,3,2,1,4,0,2,3,1,0,0,0,1,3,1,4,2,2,5,2,0,0,1,14,1,1,4,3,0,1,1,0,0,1,4,0,1,0,12,0,0,1,3,5,2,1,3,3,2,1,1,0,8,1,0,1,0,0,0,3,1,1,3,2,0,7,11,1,1,6,0,1,1,0,0,0,2,1,0,0,0,0,5,3,1,4,0,4,5,0,1,0,2,3,5,0,11,9,1,1,0,2,12,1,4,1,1,0,1,0,0,7,2,5,2,3,3,9,1,1,2,4,0,0,0,2,3,1,3,1,0,1,2,0,2,5,1,3,1,5,2,1,1,3,7,4,1,0,1,4,0,1,0,0,1,2,0,0,1,1,2,0,4,4,3,1,0,1,1,2,3,0,0,0,3,9,1,0,0,3,2,1,1,10,3,2,0,0,1,1,2,2,3,0,0,2,0,0,1,1,0,0,2,2,0,0,0,4,0,4,0,4,5,2,0,4,1,7,2,0
"F1_TF1",7,0,0,0,0,24,0,20,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,21,14,0,0,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,0,0,0,0,0,0,0,0,22,17,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,28,0,0,0,0,0,0,0,0,35,0,0,17,0,0,8,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,13,0,14,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,15,0,27,0,0,0,0,9,0,0,0,0,3,19,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,21,0,0,0,0,16,0,0,0,0,0,0,0,0,0,45,0,24,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,14,0,0,0,0,13,19,19,0,3,0,11,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,23,0,8,0,0,0,0,0,0,0,0,0,26,0,18,0,23,0,0,0,19,0,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,26,0,0,0,0,0
"F2_TF1",7,18,4,11,12,3,1,0,7,6,8,9,4,6,5,11,12,9,6,15,8,12,17,8,6,12,5,6,4,0,1,11,17,6,6,1,8,3,7,9,6,12,6,18,5,3,5,4,8,10,4,7,10,6,0,8,15,10,7,3,8,9,7,8,7,19,9,12,8,1,2,8,8,5,7,4,5,15,5,6,13,8,5,1,7,6,8,2,9,7,8,6,5,10,11,2,3,4,7,7,2,6,13,3,3,5,4,6,13,15,5,16,18,2,6,7,3,4,9,9,6,4,16,6,10,5,6,13,11,7,15,10,17,9,9,10,10,7,6,7,8,3,7,4,8,6,6,15,20,11,5,0,10,2,9,1,7,23,9,2,3,8,2,9,9,1,2,5,7,8,9,3,7,1,9,16,5,7,6,5,18,9,4,7,6,3,2,10,8,5,3,3,11,8,11,2,11,5,5,4,7,7,9,0,2,12,14,10,12,7,5,5,3,10,11,8,9,11,5,6,4,3,5,16,6,9,20,5,13,6,6,10,11,4,5,3,3,9,8,8,3,8,8,7,12,12,10,8,4,9,4,3,8,5,6,8,2,5,6,7,9,5,7,16,9,18,7,6,14,6,6,11,12,8,13,7,7,6,6,12,9,14,13,14,7,11,16,18,6,5,4,1,7,9,12,21,4,3,11,12,12,4,6,9,14,7,4,5,5,5,8,8,2,15,16,4,7,6,8,3,6,15,2,6,3,5,14,9,6,9,9,1,17,4,2,1,5,5,18,10,9,1,6,18,6,0,11,6,3,7,3,3,3,9,6,8,6,12,4,9,8,6,10,6,9,9,3,5,2,3,7,4,5,14,13,21,24,5,6,7,11,3,7,10,1,10,12,5,6,7,23,16,9,2,7,1,9,13,5,4,5,14,2,4,3,17,5,12,8,3,3,7,4,8,9,12,5,8,5,6,3,3,3,7,10,5,9,6,4,10,4,7,3,5,5,12,8,5,9,12,2,6,0,6,4,8,5,5,7,9,13,11,3,11,0,17,1,9,9,7,10,7,4,2,2,15,10,7,5,2,6,7,12,6,16,4,13,10,4,10,5,2,11,6,10,12,6,7,3,2,10,6,4,3,1,9,10,22,12,12
"F2_TF2",10,14,7,16,15,2,4,2,5,2,4,9,6,8,7,9,5,13,6,7,7,4,14,13,11,9,0,12,3,4,4,7,8,7,10,4,4,8,7,9,9,9,9,10,7,2,5,8,6,4,6,9,14,3,5,8,8,16,9,12,11,4,5,11,10,14,9,8,4,2,0,5,4,11,7,6,4,17,4,8,7,8,0,0,10,13,9,4,5,8,4,4,10,5,12,6,4,10,4,6,1,5,5,7,4,8,7,8,16,14,7,27,15,0,5,15,4,3,11,13,10,7,30,4,15,10,4,16,5,13,6,5,12,8,5,6,10,8,9,11,3,4,11,12,10,4,8,13,14,7,10,4,8,5,10,1,15,18,10,0,6,10,7,4,7,2,3,9,8,11,6,5,2,3,4,17,10,10,11,10,5,11,4,9,7,0,1,19,11,6,4,8,6,6,2,4,14,11,5,7,13,6,13,0,4,5,7,13,11,5,8,11,7,6,12,16,4,8,7,14,4,2,8,6,9,10,21,8,8,5,7,3,4,9,5,11,9,2,6,15,13,10,13,12,2,10,9,12,9,4,4,5,9,7,3,5,4,5,11,6,4,10,8,13,5,5,6,2,20,10,3,8,10,6,14,8,5,4,4,7,7,22,9,1,8,6,9,13,9,9,11,6,11,8,4,18,3,6,6,2,9,6,14,12,12,5,1,0,9,5,3,7,3,13,18,8,5,8,5,10,17,6,0,6,3,13,12,11,3,15,5,6,15,6,3,0,6,7,10,8,6,3,3,19,6,0,15,8,6,11,2,0,7,11,4,14,10,5,6,3,9,5,13,10,2,11,5,9,6,3,11,4,6,18,12,12,29,12,7,5,7,2,4,10,0,8,6,4,5,13,28,9,9,4,9,0,11,13,11,3,7,14,6,7,8,4,6,4,16,5,9,4,5,3,6,9,4,7,7,8,11,5,2,9,5,12,7,9,0,5,12,10,5,7,5,10,8,8,6,6,1,6,0,4,3,5,9,10,19,10,5,10,0,5,0,22,3,7,7,4,7,4,6,2,1,15,3,7,3,6,6,4,15,5,10,16,3,10,6,12,7,5,5,13,5,16,3,7,1,5,10,3,16,2,4,14,15,10,3,5
"F3_TF1",0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,14,0,1,0,0,4,0,0,0,0,0,0,0,30,0,0,0,8,0,0,0,0,0,0,0,0,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,8,0,0,0,0,1,3,16,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,23,0,8,1,0,0,0,0,0,0,0,0,16,0,13,0,5,0,1,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"F3_TF2",0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,6,0,0,0,0,0,0,0,0,10,2,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,3,0,0,0,0,0,0,8,0,6,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"F3_TF3",0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,3,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,7,0,4,0,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"F4_TF1",18,17,14,14,22,22,13,0,10,7,13,20,21,13,4,17,11,18,20,20,12,10,10,12,7,13,0,20,6,2,5,32,17,9,17,3,8,15,2,10,12,7,5,17,5,16,11,13,9,13,3,3,16,10,0,9,13,25,15,11,13,9,7,9,18,21,13,13,11,7,14,5,16,12,12,12,6,21,7,21,15,10,0,0,23,10,6,0,4,10,11,3,10,7,9,9,7,16,3,12,0,17,14,12,11,8,6,20,22,16,12,28,16,0,16,18,0,11,13,17,15,10,33,21,9,9,6,15,13,7,17,17,17,9,8,5,21,11,17,12,11,7,22,9,8,8,19,20,18,8,17,0,18,0,14,6,13,20,7,10,14,12,16,9,9,0,18,9,3,10,15,23,14,0,7,33,9,20,16,14,14,16,18,12,15,0,17,20,15,7,9,6,7,13,10,13,24,16,14,5,17,15,18,0,12,10,16,16,20,13,11,15,13,18,5,17,8,15,7,17,14,0,13,24,11,9,18,6,29,1,10,14,14,6,25,8,7,10,10,11,23,9,9,9,8,16,12,14,4,18,12,11,13,16,9,13,11,8,8,6,12,9,13,23,11,13,11,22,10,6,19,11,13,11,24,9,8,16,10,9,17,29,21,18,10,5,18,25,17,17,12,3,15,24,12,38,13,10,12,17,14,11,20,9,13,18,11,8,18,6,7,18,9,11,11,11,11,13,9,10,7,6,0,5,0,4,19,16,21,6,11,6,13,7,6,0,13,15,11,12,8,7,19,29,19,0,19,11,10,7,12,4,7,14,13,9,16,13,13,9,7,9,15,11,14,4,3,15,21,14,17,7,13,28,18,21,36,10,12,7,9,5,15,10,0,11,15,8,2,11,30,17,10,23,3,0,13,25,14,0,16,20,20,11,15,25,18,14,18,10,15,9,14,18,11,18,4,17,8,13,14,11,12,1,22,16,10,16,7,14,13,17,15,18,5,26,18,14,12,15,0,11,0,11,13,12,8,15,27,6,17,12,0,10,4,18,17,13,10,9,32,12,15,19,3,21,10,11,9,10,9,9,19,6,25,18,10,15,8,12,6,10,13,9,14,18,5,13,8,16,17,22,26,21,0,12,18,30,6,22
"F4_TF2",8,13,7,10,19,16,10,0,13,12,8,15,11,19,15,10,14,9,4,12,10,8,15,10,8,10,5,10,9,3,8,8,14,12,9,15,6,4,9,6,10,10,13,11,9,13,9,17,13,17,6,12,14,0,0,4,15,7,10,15,18,13,11,12,19,26,9,12,3,11,9,11,9,9,3,7,11,21,4,4,16,7,0,1,8,13,10,1,4,5,12,15,11,14,10,8,11,7,8,8,0,7,16,7,9,11,11,10,15,16,17,21,11,0,14,7,0,11,15,11,4,9,15,7,6,13,11,15,9,3,13,6,12,10,9,8,13,11,12,16,8,8,11,6,7,9,14,18,20,12,11,0,16,0,15,9,15,23,9,13,0,10,13,23,3,0,10,6,12,8,11,11,5,1,8,17,17,14,14,12,9,17,13,14,14,0,13,24,22,10,8,9,19,15,10,3,10,19,9,14,11,12,18,0,4,11,13,10,10,5,10,9,14,12,15,15,9,4,11,18,8,0,15,10,8,8,14,9,11,3,8,4,12,12,20,9,14,8,8,14,20,16,16,12,5,6,5,12,3,8,10,18,7,17,10,20,4,12,11,9,13,8,7,20,11,8,6,17,10,15,5,8,21,5,7,9,11,10,11,11,10,25,13,7,17,11,10,12,16,12,8,3,7,8,8,31,11,16,10,20,12,2,5,23,18,9,10,3,10,14,11,15,15,7,17,5,7,9,21,14,12,17,0,7,0,10,11,10,9,10,14,4,15,6,9,3,9,6,14,12,7,7,15,12,14,0,14,21,8,15,12,2,12,11,6,10,9,8,8,17,6,8,15,18,14,10,12,9,14,9,15,10,11,20,23,19,40,6,9,6,10,10,14,12,0,9,7,4,7,6,30,22,9,11,19,3,11,12,15,0,20,33,14,3,7,14,8,9,8,11,6,8,14,6,7,14,5,14,5,10,7,20,14,15,10,17,6,6,9,11,8,15,7,20,12,18,9,2,12,23,0,8,0,18,10,17,12,9,9,5,11,12,0,9,3,11,12,11,18,10,14,7,8,14,5,23,9,18,6,3,6,8,21,23,13,6,4,7,8,11,7,15,7,12,7,10,9,13,8,6,11,12,24,9,0,13,15,11,10,11
"F5_TF1",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,5,1,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
